age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,num_open_accounts,delinq_2yrs,revol_util,pub_records,purpose_score,home_ownership_score,default
36,28457.0,41101.0,36,579,12,2,1,103.0,1,7.0,1,0
33,67093.0,22855.0,60,379,7,14,4,150.0,2,6.0,1,0
56,103550.0,3299.0,36,412,4,10,1,150.0,3,4.0,1,0
26,28079.0,12547.0,60,789,5,1,1,44.0,1,5.0,2,0
44,17927.0,6271.0,36,772,7,11,1,150.0,0,3.0,1,1
38,23208.0,11033.0,36,361,10,5,3,128.0,0,7.0,2,0
30,26922.0,20657.0,60,526,3,5,0,150.0,1,8.0,1,0
34,40483.0,37667.0,36,336,11,13,2,150.0,3,9.0,1,0
56,37218.0,4266.0,36,560,8,8,7,90.0,1,4.0,1,0
58,59564.0,11890.0,36,645,21,12,6,150.0,1,2.0,2,0
56,49221.0,15917.0,60,679,4,8,3,150.0,1,7.0,2,0
24,25229.0,43230.0,60,330,9,12,5,150.0,2,10.0,1,0
31,55459.0,25832.0,36,554,5,15,7,30.0,2,6.0,2,0
48,52677.0,24120.0,36,835,10,6,5,16.0,0,7.0,1,0
51,59350.0,12175.0,36,688,0,4,4,119.0,1,6.0,1,0
30,34673.0,8366.0,36,735,3,0,3,150.0,0,6.0,2,0
44,45294.0,16974.0,36,850,20,13,3,150.0,1,7.0,2,0
28,63866.0,6250.0,36,450,1,6,2,147.0,2,4.0,2,0
48,59740.0,9713.0,72,360,1,2,5,150.0,1,6.0,2,0
47,70161.0,20448.0,60,541,14,14,1,150.0,1,5.0,1,0
33,45786.0,31815.0,60,407,1,13,1,150.0,3,8.0,2,0
28,39317.0,19319.0,36,684,9,9,5,41.0,0,4.0,2,0
40,18523.0,12771.0,60,535,4,7,1,17.0,1,3.0,1,0
32,46190.0,7649.0,36,676,20,10,4,150.0,0,4.0,1,0
47,34500.0,15629.0,36,708,13,9,1,150.0,0,6.0,1,0
30,15178.0,6277.0,36,691,9,13,2,60.0,1,4.0,2,1
44,82512.0,3527.0,36,640,25,8,9,108.0,3,7.0,1,0
41,33256.0,23924.0,36,810,3,4,2,88.0,0,5.0,1,1
47,25942.0,6063.0,36,387,2,1,2,43.0,0,6.0,1,0
37,43168.0,39024.0,36,382,6,10,5,150.0,0,8.0,2,0
23,57509.0,18302.0,60,714,14,6,6,37.0,2,6.0,1,0
36,30718.0,22753.0,36,638,3,1,4,103.0,1,7.0,1,0
40,36951.0,7530.0,36,661,7,4,1,134.0,1,5.0,1,0
44,107992.0,40955.0,60,516,3,20,3,123.0,3,6.0,2,0
29,24590.0,500.0,60,850,10,2,3,66.0,2,5.0,1,0
45,19394.0,4072.0,36,494,8,3,1,150.0,1,5.0,2,0
55,26630.0,4560.0,60,599,8,3,4,150.0,1,5.0,2,0
46,62801.0,11154.0,36,385,9,7,3,28.0,2,5.0,2,0
26,24981.0,5163.0,60,850,11,8,1,150.0,2,6.0,2,0
20,30079.0,9266.0,36,653,8,9,2,150.0,0,7.0,2,0
18,43310.0,1849.0,36,485,1,3,1,150.0,0,6.0,3,0
48,29060.0,500.0,36,506,6,0,1,143.0,0,4.0,3,0
52,28479.0,34188.0,60,679,11,14,7,56.0,0,7.0,2,0
32,60253.0,15575.0,36,559,9,13,3,148.0,1,6.0,1,0
33,30671.0,22161.0,60,612,10,1,0,20.0,1,7.0,2,0
52,52450.0,15287.0,60,571,6,7,0,107.0,1,7.0,1,0
25,67663.0,10708.0,60,668,10,0,5,101.0,2,8.0,2,0
48,88701.0,28381.0,36,538,6,19,8,10.0,3,4.0,1,0
41,26642.0,2997.0,60,417,7,2,2,70.0,0,7.0,1,0
46,64856.0,9756.0,36,623,11,7,3,150.0,1,3.0,1,0
37,46299.0,17202.0,36,631,11,12,7,111.0,1,5.0,1,0
50,102642.0,12291.0,36,424,4,5,0,150.0,3,4.0,2,0
58,28847.0,17956.0,36,576,2,3,1,150.0,0,6.0,1,0
53,37169.0,1349.0,36,779,16,8,4,33.0,0,7.0,1,0
44,37686.0,21349.0,36,813,7,0,5,150.0,0,6.0,2,1
33,22355.0,2341.0,36,568,12,1,0,150.0,1,5.0,2,0
38,43058.0,2255.0,36,725,8,2,3,119.0,1,7.0,1,0
37,27214.0,28551.0,60,534,6,0,4,58.0,0,4.0,2,0
48,67434.0,28783.0,36,371,10,12,0,150.0,2,8.0,1,0
46,41839.0,2417.0,60,504,9,3,0,150.0,0,4.0,2,0
50,41922.0,34626.0,60,512,20,4,3,42.0,2,8.0,1,0
28,29984.0,12510.0,36,495,2,3,6,31.0,0,5.0,0,0
19,45037.0,22702.0,60,758,1,5,4,150.0,0,7.0,1,1
20,20270.0,7030.0,60,544,1,6,0,122.0,1,5.0,1,0
53,54192.0,7732.0,60,408,2,7,3,12.0,2,5.0,2,0
21,44141.0,38920.0,36,300,8,9,2,39.0,1,8.0,2,0
45,82199.0,20903.0,60,619,13,17,6,150.0,1,5.0,2,0
41,41478.0,16655.0,36,714,0,3,1,150.0,0,6.0,2,0
35,34352.0,34070.0,36,568,2,5,2,150.0,2,7.0,2,0
36,46314.0,6530.0,36,810,6,5,4,77.0,0,6.0,1,0
46,40540.0,20709.0,36,604,2,8,3,150.0,1,6.0,2,0
38,37559.0,2751.0,60,691,2,2,4,114.0,0,6.0,1,0
34,32701.0,15322.0,36,669,6,4,3,150.0,1,6.0,2,0
68,49595.0,8915.0,36,478,1,9,5,44.0,2,5.0,2,0
37,16321.0,3642.0,36,594,12,12,0,150.0,1,4.0,1,1
55,64262.0,1777.0,72,755,15,7,5,150.0,1,7.0,2,0
49,36938.0,20160.0,60,571,4,7,0,150.0,2,7.0,2,0
32,42059.0,23662.0,60,401,3,6,3,150.0,1,6.0,2,0
38,39541.0,20043.0,36,598,4,4,2,49.0,1,6.0,2,0
32,47374.0,12647.0,36,727,7,4,5,24.0,0,8.0,1,0
42,50567.0,7642.0,36,717,2,0,5,104.0,1,6.0,2,0
42,26551.0,18152.0,60,629,12,11,0,150.0,0,6.0,1,0
45,53472.0,5837.0,36,300,7,4,1,150.0,2,6.0,1,0
49,31584.0,22097.0,36,545,6,10,1,150.0,1,7.0,2,0
46,42570.0,8798.0,60,625,5,3,4,8.0,1,7.0,2,0
46,31762.0,25777.0,60,495,0,5,2,29.0,1,5.0,1,0
40,31753.0,6365.0,60,694,1,1,4,150.0,0,7.0,2,0
32,19651.0,19097.0,36,544,18,0,1,150.0,0,9.0,2,0
33,22565.0,43923.0,36,530,5,6,4,108.0,1,7.0,2,0
39,30199.0,23758.0,36,523,4,9,1,150.0,1,7.0,1,0
51,51359.0,15854.0,60,446,1,5,0,150.0,1,5.0,2,0
42,14296.0,3982.0,36,443,6,9,2,19.0,1,5.0,2,0
42,49594.0,20304.0,36,367,2,5,3,150.0,1,7.0,1,0
49,46542.0,7485.0,60,398,6,6,1,150.0,1,6.0,2,0
57,31251.0,15593.0,60,420,2,1,1,76.0,0,5.0,2,0
54,44514.0,21489.0,60,432,12,3,5,150.0,3,8.0,1,0
42,33401.0,13217.0,36,690,7,3,1,77.0,0,7.0,2,0
47,55817.0,10168.0,36,579,6,3,5,150.0,2,7.0,2,0
22,38977.0,1946.0,36,588,6,9,7,11.0,0,4.0,2,0
35,24815.0,27968.0,60,552,4,4,4,96.0,0,4.0,2,0
41,40710.0,12832.0,60,678,18,6,3,3.0,1,7.0,2,0
37,37354.0,6285.0,60,742,0,1,1,30.0,0,6.0,1,0
37,44461.0,7519.0,60,580,12,8,3,150.0,0,5.0,2,0
39,35309.0,18926.0,60,571,3,1,2,150.0,2,5.0,1,1
34,60181.0,4287.0,36,421,1,4,3,150.0,1,5.0,1,0
45,42639.0,46135.0,60,456,10,17,2,46.0,1,7.0,1,0
28,39271.0,18884.0,36,627,10,1,2,89.0,1,6.0,1,0
42,14098.0,9679.0,36,740,4,3,8,0.0,1,5.0,2,1
32,30000.0,17475.0,36,674,2,4,0,150.0,0,7.0,2,0
59,54598.0,9796.0,60,777,14,6,3,92.0,0,7.0,1,0
53,38654.0,17455.0,36,532,0,9,3,109.0,0,6.0,2,0
51,46673.0,10564.0,36,720,3,2,0,115.0,0,6.0,1,0
42,22686.0,15010.0,60,692,2,1,1,134.0,1,5.0,2,1
18,34974.0,15182.0,36,752,1,0,0,73.0,0,6.0,1,1
42,58813.0,17694.0,36,441,2,8,0,82.0,2,5.0,2,0
44,33615.0,13037.0,36,495,2,4,3,150.0,1,5.0,2,0
49,44146.0,17048.0,36,787,8,8,5,150.0,0,5.0,2,1
43,29233.0,7670.0,36,523,7,5,0,79.0,1,6.0,1,0
40,20638.0,16927.0,36,564,11,1,2,150.0,2,5.0,2,0
34,34822.0,3257.0,36,499,5,10,2,150.0,1,7.0,2,0
46,41882.0,4935.0,36,668,9,9,6,31.0,0,5.0,2,0
21,29621.0,3425.0,36,682,1,4,0,137.0,0,8.0,2,0
49,42908.0,20588.0,60,727,9,7,2,150.0,1,5.0,1,0
26,55056.0,19661.0,60,666,7,8,4,150.0,1,6.0,2,0
36,26027.0,762.0,60,475,2,1,2,2.0,0,6.0,1,0
25,22897.0,15961.0,36,472,7,1,2,150.0,0,5.0,2,0
63,28167.0,2447.0,36,435,4,4,1,137.0,0,4.0,2,0
46,11578.0,12865.0,36,573,8,5,3,28.0,2,6.0,2,0
28,28263.0,40467.0,36,681,2,10,5,150.0,0,7.0,1,0
32,26571.0,8370.0,60,681,4,4,0,150.0,0,6.0,1,1
37,31244.0,9693.0,60,632,8,1,1,150.0,0,7.0,2,0
44,26469.0,6100.0,60,544,3,2,3,12.0,0,5.0,1,0
50,43287.0,21464.0,36,615,3,10,0,150.0,1,6.0,2,0
53,17916.0,838.0,60,583,6,4,3,150.0,1,4.0,2,0
67,35926.0,37211.0,60,509,8,10,2,150.0,1,6.0,1,0
61,50552.0,578.0,36,515,0,6,5,31.0,1,4.0,1,0
53,33082.0,24843.0,60,500,13,10,1,84.0,1,6.0,2,0
43,33018.0,6050.0,36,491,8,7,4,150.0,1,6.0,2,0
19,37249.0,20946.0,36,754,7,5,4,150.0,1,7.0,0,0
52,37454.0,6066.0,36,729,15,4,2,150.0,0,7.0,1,0
42,30156.0,15997.0,60,691,6,0,1,82.0,1,7.0,1,0
24,38599.0,1736.0,60,709,3,0,1,80.0,0,7.0,1,0
36,46497.0,19549.0,60,737,12,8,4,150.0,0,6.0,2,0
42,47141.0,11513.0,60,689,13,7,4,150.0,1,7.0,2,0
32,19557.0,7719.0,60,654,15,3,3,150.0,2,5.0,2,0
29,34249.0,21846.0,60,576,8,11,7,150.0,1,3.0,1,1
36,34255.0,17632.0,60,850,10,8,3,47.0,2,7.0,2,0
29,32260.0,29769.0,36,472,3,6,2,112.0,1,6.0,3,0
40,36026.0,28403.0,60,559,13,8,3,150.0,0,5.0,1,0
24,50161.0,5517.0,60,414,2,8,4,18.0,2,5.0,2,0
32,47969.0,9544.0,60,767,3,2,5,150.0,1,5.0,2,0
57,47581.0,14763.0,60,728,5,2,4,94.0,0,7.0,2,0
54,54389.0,13364.0,36,738,14,7,7,150.0,1,6.0,1,0
32,20074.0,14507.0,72,588,11,3,1,150.0,2,5.0,0,0
50,30591.0,33445.0,36,656,13,12,4,97.0,1,7.0,1,0
34,55439.0,15689.0,36,627,19,6,5,150.0,2,7.0,1,0
30,41860.0,10818.0,36,404,6,2,3,50.0,2,4.0,2,0
39,39699.0,14448.0,36,760,4,0,0,17.0,1,5.0,2,1
39,60267.0,3778.0,36,710,4,2,5,120.0,1,6.0,1,0
42,29410.0,10729.0,60,642,13,7,3,150.0,1,6.0,1,0
39,63175.0,26916.0,36,439,0,9,2,141.0,2,4.0,2,0
37,43520.0,15355.0,36,465,5,5,1,150.0,0,5.0,1,0
39,30958.0,774.0,60,561,3,5,3,10.0,1,6.0,2,0
34,33624.0,10786.0,60,846,2,7,3,137.0,0,4.0,2,1
34,37685.0,25860.0,60,441,0,8,3,1.0,1,6.0,1,0
32,58436.0,10576.0,60,829,13,5,4,85.0,0,6.0,1,0
63,27228.0,38646.0,60,586,13,0,2,46.0,1,7.0,1,0
23,19575.0,4762.0,60,772,6,5,5,150.0,2,7.0,1,0
44,43737.0,904.0,60,662,4,4,1,150.0,1,8.0,2,0
36,29921.0,12953.0,36,818,10,5,1,147.0,1,4.0,2,0
39,58244.0,21779.0,36,520,5,5,4,132.0,3,7.0,1,0
28,25650.0,34694.0,60,756,6,9,3,150.0,1,4.0,2,1
18,20696.0,2963.0,60,634,13,3,4,150.0,1,5.0,2,0
51,34357.0,7749.0,60,404,5,3,3,150.0,1,8.0,1,0
49,45118.0,6689.0,60,441,8,5,6,112.0,3,4.0,1,0
40,39204.0,21807.0,36,527,10,4,2,150.0,2,7.0,1,0
30,31867.0,24001.0,36,589,7,4,1,87.0,1,8.0,2,0
53,31502.0,45008.0,36,599,9,1,2,150.0,1,7.0,1,0
37,30354.0,9760.0,36,578,8,8,5,85.0,0,6.0,2,0
43,39734.0,4917.0,60,772,4,1,2,150.0,0,6.0,2,0
36,49411.0,21392.0,36,482,5,10,3,150.0,1,5.0,1,0
43,56067.0,22504.0,36,749,2,1,4,150.0,0,7.0,2,0
38,47381.0,16073.0,36,612,15,1,3,65.0,2,8.0,2,0
60,49072.0,15623.0,60,687,1,3,1,91.0,1,6.0,1,0
38,52860.0,32399.0,60,456,4,15,4,33.0,2,7.0,1,0
43,50442.0,8361.0,60,686,12,5,5,9.0,1,6.0,2,0
36,37814.0,18517.0,36,526,2,2,5,52.0,0,5.0,2,0
25,21001.0,15708.0,72,511,6,2,2,79.0,1,7.0,2,0
32,74708.0,16342.0,36,666,5,4,1,150.0,1,5.0,2,1
30,57912.0,10615.0,60,576,4,11,4,4.0,1,5.0,2,0
50,23414.0,6672.0,36,759,2,1,4,86.0,2,8.0,1,0
46,46213.0,22934.0,36,847,8,11,6,135.0,1,7.0,2,1
34,57781.0,21054.0,36,722,14,3,4,81.0,2,6.0,1,0
57,39281.0,11110.0,36,589,8,9,5,150.0,0,5.0,1,0
38,32729.0,27794.0,72,628,11,0,1,3.0,1,7.0,1,0
47,37826.0,11977.0,60,603,10,2,4,150.0,1,7.0,2,0
47,42728.0,11703.0,60,397,3,4,2,57.0,1,6.0,2,0
45,49154.0,21764.0,36,787,1,4,1,51.0,0,6.0,1,1
42,53642.0,8944.0,36,766,15,8,3,150.0,0,8.0,2,0
45,43802.0,16403.0,36,644,16,5,5,150.0,1,6.0,2,0
25,52374.0,1870.0,36,376,9,5,4,111.0,2,5.0,1,0
34,62157.0,30377.0,60,465,5,13,4,150.0,3,6.0,2,0
30,64967.0,9883.0,36,642,11,1,6,150.0,2,6.0,2,0
49,17535.0,19812.0,36,516,10,0,3,150.0,2,7.0,2,0
35,31081.0,12135.0,60,476,2,7,4,26.0,1,6.0,1,0
39,63151.0,9408.0,60,654,4,2,4,39.0,2,6.0,1,0
31,41294.0,11453.0,36,689,17,5,3,150.0,0,7.0,1,0
34,88163.0,22756.0,60,521,4,17,5,12.0,2,5.0,2,0
30,30125.0,24786.0,36,488,24,5,4,150.0,1,6.0,2,0
51,37571.0,29327.0,36,645,8,2,1,14.0,1,7.0,1,0
48,51927.0,18227.0,60,416,5,6,3,13.0,2,3.0,1,0
40,16626.0,31398.0,36,578,7,7,2,150.0,2,6.0,1,0
44,42374.0,700.0,36,445,2,3,4,150.0,1,3.0,1,0
39,52323.0,7673.0,36,429,8,7,1,150.0,1,5.0,1,0
41,28943.0,11061.0,36,641,2,1,0,26.0,0,5.0,1,1
31,65182.0,6808.0,60,850,9,13,1,144.0,0,8.0,1,1
58,60803.0,50000.0,60,492,7,15,3,150.0,2,5.0,2,0
53,33380.0,17520.0,60,562,5,9,1,128.0,0,8.0,1,0
47,45804.0,739.0,36,513,6,3,1,150.0,1,4.0,1,0
48,28144.0,834.0,36,513,9,1,0,150.0,0,4.0,1,0
44,43641.0,1104.0,60,522,3,5,2,84.0,0,6.0,1,0
32,30153.0,629.0,36,580,1,2,5,88.0,0,4.0,1,0
52,30486.0,4024.0,36,571,1,6,1,150.0,1,8.0,1,0
30,32273.0,38825.0,60,553,2,2,4,144.0,2,7.0,2,0
42,35272.0,8854.0,36,626,7,11,6,150.0,0,5.0,1,0
48,52169.0,9464.0,36,689,9,1,2,150.0,1,6.0,1,0
49,30067.0,35731.0,36,500,2,7,2,107.0,1,6.0,1,0
31,54047.0,6263.0,36,793,7,1,5,40.0,0,5.0,1,0
47,16201.0,20473.0,36,506,4,0,1,47.0,1,6.0,2,0
46,12179.0,2532.0,36,654,4,0,5,73.0,2,6.0,2,0
38,80364.0,20836.0,36,577,32,11,6,150.0,3,7.0,1,0
33,48697.0,5650.0,60,702,11,4,3,86.0,0,7.0,2,0
27,31300.0,6952.0,36,850,1,2,3,150.0,1,6.0,2,0
43,26770.0,2941.0,60,535,2,2,1,5.0,1,6.0,1,0
39,54687.0,9932.0,60,720,18,9,7,35.0,1,7.0,1,0
48,25967.0,2620.0,36,606,10,1,1,150.0,1,5.0,2,0
44,33204.0,13523.0,36,554,7,4,0,150.0,0,6.0,1,0
45,26915.0,8215.0,60,571,3,2,2,150.0,1,4.0,2,0
51,51946.0,6722.0,60,666,2,3,8,33.0,2,6.0,1,0
45,21348.0,17556.0,60,518,3,6,1,25.0,1,4.0,2,0
36,61128.0,9233.0,36,453,0,6,3,150.0,2,3.0,2,0
32,52557.0,15307.0,60,628,6,4,7,78.0,2,6.0,1,0
55,24122.0,22507.0,36,601,0,8,4,150.0,0,8.0,2,0
52,48278.0,3963.0,60,763,2,2,2,22.0,0,6.0,1,0
62,21104.0,4139.0,36,519,2,1,4,52.0,1,5.0,2,0
55,103160.0,26073.0,36,448,3,16,5,4.0,3,5.0,1,0
43,46058.0,9953.0,36,767,4,4,2,134.0,1,6.0,2,0
51,42319.0,747.0,60,590,5,6,2,48.0,0,5.0,1,0
55,22076.0,7367.0,36,544,1,5,2,126.0,1,5.0,1,0
29,21485.0,20078.0,60,591,1,2,3,7.0,0,6.0,1,1
35,30094.0,1939.0,36,823,3,0,2,127.0,1,7.0,1,0
34,36247.0,11054.0,60,511,9,0,5,150.0,1,6.0,2,0
43,57458.0,5708.0,36,632,14,3,5,45.0,2,7.0,2,0
27,40626.0,5323.0,36,602,10,12,5,58.0,0,6.0,1,0
22,14529.0,4426.0,60,679,8,3,5,110.0,2,4.0,2,0
28,54583.0,13044.0,36,578,7,10,4,36.0,1,4.0,2,0
60,65514.0,33475.0,36,557,13,15,1,150.0,1,6.0,1,0
36,80075.0,18206.0,60,411,1,10,1,93.0,2,5.0,2,0
46,53439.0,4871.0,36,501,8,11,6,150.0,1,4.0,2,0
40,44448.0,13668.0,36,612,1,5,2,134.0,1,7.0,2,0
58,53900.0,19096.0,36,816,1,4,5,92.0,0,5.0,2,0
29,65416.0,33204.0,72,500,4,17,1,103.0,1,8.0,2,0
33,38661.0,9325.0,60,513,1,3,4,150.0,1,4.0,2,1
31,35196.0,31492.0,36,635,1,7,1,72.0,0,7.0,2,1
38,53191.0,9116.0,36,850,21,16,8,150.0,0,6.0,2,0
56,39908.0,2055.0,36,331,2,3,3,150.0,1,4.0,1,0
33,61709.0,2164.0,36,619,8,10,5,150.0,1,5.0,3,0
39,60554.0,11422.0,36,379,10,5,0,150.0,2,5.0,2,0
50,21256.0,1923.0,36,786,7,2,2,124.0,2,6.0,1,0
59,35105.0,4985.0,60,706,2,2,3,58.0,0,7.0,1,0
39,68356.0,10682.0,36,727,9,3,6,2.0,2,5.0,2,0
33,21107.0,26729.0,36,570,5,3,1,150.0,0,8.0,2,0
42,28450.0,10459.0,60,475,0,1,1,109.0,1,6.0,1,0
46,78065.0,1300.0,72,392,14,9,4,150.0,3,5.0,2,0
35,35198.0,2408.0,60,615,9,7,3,86.0,0,5.0,2,0
46,15830.0,10010.0,36,750,9,14,0,150.0,1,3.0,1,1
38,27520.0,3918.0,36,562,7,4,3,51.0,0,5.0,1,0
18,30776.0,27099.0,60,622,12,0,1,12.0,1,7.0,1,0
28,40867.0,6771.0,60,528,12,8,1,150.0,0,5.0,1,0
32,43724.0,10953.0,60,668,6,8,1,150.0,1,5.0,2,0
46,56077.0,7344.0,60,850,0,1,4,51.0,0,5.0,1,0
29,22381.0,33055.0,36,751,2,7,2,150.0,1,6.0,2,1
30,45942.0,22422.0,36,534,7,10,2,150.0,0,6.0,1,0
43,56906.0,1146.0,36,445,1,7,5,5.0,2,4.0,1,0
46,33404.0,1346.0,36,699,1,1,4,150.0,0,7.0,1,0
34,41421.0,26614.0,60,417,1,6,0,27.0,2,5.0,1,0
30,43216.0,29599.0,36,583,2,6,0,74.0,2,7.0,2,0
35,59317.0,1012.0,36,768,9,6,8,46.0,1,6.0,2,0
30,57218.0,46493.0,36,726,1,1,5,123.0,1,3.0,2,1
58,43746.0,15868.0,72,611,15,3,2,150.0,1,8.0,1,0
30,50096.0,9151.0,60,519,7,9,5,150.0,2,6.0,2,0
41,21065.0,30503.0,60,472,4,7,5,16.0,0,9.0,1,0
48,31165.0,500.0,36,759,5,1,1,150.0,0,7.0,1,0
38,56003.0,18259.0,36,572,18,13,1,150.0,1,5.0,2,0
51,42944.0,4836.0,60,466,3,8,3,55.0,1,6.0,1,0
53,40138.0,22659.0,36,507,12,9,1,150.0,1,6.0,2,0
61,83343.0,17450.0,36,658,10,4,9,150.0,2,7.0,2,0
35,47847.0,27479.0,36,597,6,11,4,39.0,1,5.0,1,0
33,29733.0,14649.0,36,668,2,5,3,58.0,0,7.0,2,0
39,56634.0,10283.0,60,517,0,10,2,94.0,1,6.0,1,0
32,36693.0,2176.0,36,803,0,4,4,7.0,0,6.0,2,0
36,30839.0,12362.0,60,632,8,5,3,3.0,0,4.0,2,0
37,21783.0,14771.0,60,667,3,10,6,150.0,1,8.0,1,0
48,45518.0,14098.0,60,581,2,2,3,150.0,3,4.0,1,1
33,38491.0,19377.0,36,693,4,1,0,39.0,0,7.0,2,1
18,37651.0,3290.0,36,755,5,3,2,147.0,0,7.0,2,0
19,62737.0,15059.0,36,370,11,10,2,150.0,2,7.0,2,0
35,27172.0,24542.0,60,512,0,6,0,26.0,0,4.0,1,0
34,27599.0,5955.0,60,461,2,1,1,31.0,0,5.0,2,0
41,28769.0,28192.0,36,401,3,12,1,150.0,2,7.0,1,0
36,93364.0,37233.0,36,446,4,15,1,133.0,3,5.0,1,0
42,24455.0,15448.0,36,500,15,18,6,150.0,1,3.0,2,1
36,31258.0,8558.0,36,395,9,0,0,104.0,1,6.0,2,0
51,28220.0,11984.0,36,380,3,1,3,150.0,0,7.0,2,0
32,28880.0,22817.0,36,559,11,1,2,75.0,1,9.0,2,0
38,40363.0,14548.0,36,640,11,1,3,128.0,1,7.0,1,0
43,19289.0,24740.0,60,654,2,5,3,150.0,1,7.0,2,0
37,47892.0,15339.0,36,637,5,1,4,74.0,1,6.0,2,0
43,45418.0,15365.0,36,811,3,2,6,123.0,0,6.0,2,0
41,28711.0,15633.0,60,808,14,5,6,150.0,1,5.0,1,1
56,39761.0,3155.0,36,721,3,2,1,75.0,1,4.0,2,1
40,44854.0,22457.0,36,657,15,14,5,150.0,0,6.0,1,0
41,50051.0,16156.0,36,673,9,5,1,30.0,2,2.0,2,1
39,30015.0,5627.0,36,459,6,1,3,150.0,0,4.0,2,0
30,49066.0,8725.0,36,656,10,1,2,150.0,1,7.0,1,0
57,92195.0,10577.0,36,513,5,15,4,133.0,2,5.0,1,0
48,26248.0,15131.0,60,513,6,3,1,150.0,0,5.0,2,0
46,48759.0,11759.0,60,506,8,7,3,150.0,2,5.0,1,0
50,42010.0,1671.0,36,701,8,2,4,126.0,0,8.0,2,0
54,36261.0,18060.0,36,529,6,12,2,150.0,1,7.0,1,0
44,47287.0,17814.0,36,622,10,10,4,150.0,0,5.0,1,0
54,19487.0,46061.0,36,417,9,2,3,150.0,1,6.0,1,1
29,29253.0,8988.0,60,601,11,0,1,150.0,0,8.0,2,0
55,43839.0,6555.0,60,539,7,1,2,150.0,0,3.0,2,0
24,22869.0,17020.0,36,642,5,2,2,150.0,0,8.0,1,0
39,105026.0,17381.0,36,599,14,17,5,150.0,2,3.0,1,0
43,39075.0,4063.0,60,742,5,0,2,150.0,0,6.0,1,0
24,66781.0,24080.0,36,384,3,8,2,74.0,2,5.0,1,0
51,41988.0,18232.0,36,850,4,3,1,18.0,2,7.0,2,0
53,20738.0,1015.0,72,485,2,0,2,144.0,0,5.0,0,0
44,36104.0,15937.0,36,671,7,2,1,150.0,0,7.0,1,0
37,18892.0,2149.0,60,639,10,0,1,110.0,2,6.0,1,0
39,84727.0,21208.0,72,555,5,13,3,8.0,2,4.0,1,0
28,40718.0,15050.0,72,619,4,2,1,92.0,1,7.0,2,0
40,52680.0,19954.0,60,443,1,5,2,141.0,1,6.0,1,0
43,49264.0,19176.0,60,490,3,1,0,150.0,1,3.0,1,0
60,13680.0,18016.0,36,649,0,7,2,138.0,2,5.0,1,0
53,60403.0,14921.0,60,738,16,7,5,150.0,2,6.0,2,0
53,31590.0,31322.0,36,574,8,3,0,19.0,1,8.0,2,0
38,67342.0,13242.0,60,643,3,4,2,26.0,2,6.0,1,0
45,65599.0,18508.0,60,405,0,12,0,85.0,1,7.0,2,0
54,23424.0,13487.0,72,722,8,3,9,49.0,1,3.0,2,0
41,31895.0,14660.0,60,848,14,11,6,85.0,1,8.0,2,0
22,37935.0,27116.0,36,628,0,3,0,150.0,1,7.0,1,0
42,43799.0,17886.0,60,510,14,10,3,150.0,1,5.0,1,0
45,108230.0,24427.0,36,308,4,12,1,150.0,3,6.0,2,0
43,20263.0,18836.0,36,594,4,6,2,150.0,0,8.0,2,0
49,23775.0,500.0,36,850,5,3,4,150.0,2,6.0,2,0
36,76595.0,24759.0,60,444,1,12,3,38.0,3,5.0,1,0
50,31136.0,3756.0,36,768,2,4,4,142.0,1,6.0,2,0
43,42764.0,34251.0,60,650,7,2,5,150.0,2,7.0,1,0
60,37360.0,11093.0,36,779,3,1,2,69.0,0,6.0,2,0
41,32109.0,39046.0,60,423,16,8,0,82.0,0,5.0,2,0
52,56409.0,16848.0,36,850,14,18,9,150.0,1,5.0,2,0
32,17472.0,24869.0,36,588,2,8,3,150.0,0,8.0,2,0
49,56718.0,500.0,72,635,14,1,3,150.0,1,8.0,2,0
40,31710.0,40965.0,36,359,12,7,1,150.0,3,8.0,1,0
22,21650.0,14188.0,36,623,7,9,3,150.0,0,7.0,2,0
19,41812.0,30581.0,36,660,7,14,7,150.0,1,6.0,2,0
49,34846.0,13755.0,60,368,6,2,0,28.0,1,5.0,2,0
32,38847.0,500.0,36,448,1,7,6,63.0,1,5.0,2,0
51,42875.0,33034.0,36,850,0,8,8,88.0,1,6.0,2,0
44,39407.0,35224.0,60,568,11,10,0,150.0,0,6.0,1,0
20,65053.0,9928.0,60,675,8,2,6,150.0,2,6.0,1,0
49,33628.0,2196.0,36,632,9,4,5,150.0,0,4.0,2,0
45,43401.0,22507.0,36,756,1,2,2,38.0,1,4.0,2,1
44,49544.0,32960.0,60,630,5,15,7,94.0,1,5.0,1,0
58,53179.0,9171.0,60,559,4,8,2,150.0,2,7.0,1,0
52,38641.0,12601.0,36,415,5,3,1,150.0,0,6.0,1,0
58,57257.0,500.0,36,749,8,4,6,81.0,1,6.0,1,0
39,47882.0,8343.0,60,506,2,7,2,150.0,2,8.0,1,0
50,12539.0,13641.0,36,729,20,3,4,150.0,3,6.0,1,0
49,52415.0,17866.0,60,494,5,8,2,77.0,0,6.0,2,0
28,15809.0,9294.0,60,725,18,2,6,150.0,3,5.0,2,0
25,29165.0,8145.0,36,601,2,1,6,87.0,0,3.0,1,0
47,20212.0,16762.0,36,562,12,4,4,150.0,0,9.0,2,0
40,62328.0,17322.0,60,850,1,2,8,150.0,0,6.0,2,0
